name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Batida Diferente                                                                                                                                                                 ,0.60017671747294,0.48497768069618186,0.5851240228757064,0.10460863204096565,0.8804020100502512,0.8538071065989847,0.18531637417485108,0.6977879322878804,0.35145606954362,0.2824063388249802,19
Team Zissou                                                                                                                                                                      ,0.6156394963552021,0.401812598007044,0.5634327095529763,0.046817849305047565,0.8743718592964823,0.07126903553299492,0.13926903880212527,0.79956381763423,0.3130704750077616,0.19278601946260737,4
Parabens                                                                                                                                                                         ,0.7459686326485531,0.8026081772318052,0.6815336198436601,0.07242136064374544,0.014673366834170852,0.3512690355329949,0.12687167927869908,0.4713885138643681,0.41604470661285314,0.7796454506276359,2
O Amor Em Paz                                                                                                                                                                    ,0.6852220013253811,0.2805719352915537,0.5303373828296842,0.04206291148500367,0.9778894472361808,0.8974619289340101,0.16760586056995655,0.4298473361719805,0.467494566904688,0.7043242885527651,19
Once Again                                                                                                                                                                       ,0.6200574331787054,0.33067138269464885,0.4691211803323069,0.05340160936356986,0.850251256281407,0.07928934010152285,0.1080341329898567,0.5825111641915048,0.29569698851288423,0.5968021796570719,14
Mariana                                                                                                                                                                          ,0.8497901480008836,0.4298682885527772,0.6766268484992048,0.29407461594733,0.5065326633165829,0.0,0.35759137014973436,0.8244885242496625,0.6036262030425334,0.2574138846608893,4
Mariana                                                                                                                                                                          ,0.6134305279434504,0.52605922756672,0.5945991675408616,0.05486466715435262,0.5407035175879397,0.3949238578680203,0.15150539365641602,0.9439194101152769,0.7754672461968333,0.3923721686974515,15
Carnaval Inesquecível Na Cidade Alta                                                                                                                                             ,0.7559089905014358,0.557120884956639,0.6244458732361003,0.140087783467447,0.0521608040201005,0.0019086294416243653,0.06778296570600548,0.6967494028455706,0.6665507606333436,0.2958726295180188,12
Garota De Ipanema                                                                                                                                                                ,0.738237243207422,0.14430143835513493,0.32154580217251527,0.10387710314557425,0.879396984924623,1.4010152284263958e-05,0.19336660763162133,0.558624987018382,0.5838497361067991,0.25577881904036337,14
Corcovado - Remastered                                                                                                                                                           ,0.7835210956483323,0.27756596844736803,0.37453893269263316,0.0896122896854426,0.7236180904522612,0.6710659898477157,0.4558042183223313,0.7476373455187455,0.501241850357032,0.5991038613696781,19
August Day Song                                                                                                                                                                  ,0.7249834327369118,0.2935977916163584,0.5030963419173633,0.058156547183613766,0.6050251256281406,0.007309644670050761,0.18370632748349702,0.22317997715235227,0.3738217944737659,0.39458991811759236,21
Os Grilos                                                                                                                                                                        ,0.5648332228849127,0.8056141440759909,0.5712835437041048,0.1901975128017557,0.37487437185929645,0.4964467005076142,0.11672838512316858,0.6977879322878804,0.3552437131325676,0.5110395175830081,24
Saudade Fez Um Samba                                                                                                                                                             ,0.7117296222664016,0.30261569214891554,0.4578863659436229,0.11265544989027071,0.8211055276381908,0.0,0.1231685718885848,0.8951085263267214,0.2793480285625582,0.12024592161692334,4
OBI                                                                                                                                                                              ,0.5571018334437816,0.3136375705775965,0.3481438868397009,0.19568397951719094,0.7597989949748744,0.00044873096446700506,0.11849943648365804,0.32703292138332124,0.2433405774604161,0.37577940011008043,14
Mas Que Nada                                                                                                                                                                     ,0.4886238126794787,0.566138785489196,0.7005854285810971,0.02121433796634968,0.5658291457286431,1.7766497461928932e-05,0.1276767026243761,0.572125869768408,0.2893883886991618,0.23901334362041943,25
Laia Ladia                                                                                                                                                                       ,0.35939916059200355,0.4689458575271914,0.49825725017765904,0.07059253840526702,0.22713567839195978,0.04304568527918781,0.10159394622444051,0.5056599854605879,0.26561937286556975,0.25605805532106524,25
Triste                                                                                                                                                                           ,0.6056991385023194,0.339689283227206,0.5602517681296741,0.041697147037307994,0.9105527638190954,0.8720812182741116,0.13943004347126067,0.45373351334510337,0.37881403290903454,0.15921310247648685,19
Só Danço Samba                                                                                                                                                                   ,0.6068036227081952,0.27856795739542994,0.5474264830293392,0.11997073884418435,0.8422110552763818,0.4446700507614213,0.19336660763162133,0.6801329317686158,0.24047811238745737,0.29371944339977435,14
Samba Triste                                                                                                                                                                     ,0.6355202120609675,0.18939094101792056,0.1943419850428073,0.1645940014630578,0.8452261306532662,0.267005076142132,0.17565609402672677,0.6905182261917127,0.6227506985408258,0.4049200464210141,14
País Tropical                                                                                                                                                                    ,0.7139385906781532,0.5992044207752388,0.6325674258062334,0.040234089246525245,0.6964824120603014,0.0,0.45902431170503943,0.9293799979229412,0.5354299906861224,0.2848097077380731,18
Coracao Vagabundo                                                                                                                                                                ,0.576982549149547,0.04971368165809131,0.2721058509018308,0.15398683247988296,0.9055276381909547,0.16548223350253807,0.09402672677507648,0.10790320905597675,0.3403290903446135,0.38167725773831523,7
Life On Mars?                                                                                                                                                                    ,0.6609233487961121,0.14730740519932065,0.3898345233663836,0.09912216532553039,0.8974874371859296,0.0017766497461928932,0.17082595395266464,0.25952850763319146,0.5044458242781746,0.28457405168615135,14
Apelo                                                                                                                                                                            ,0.49083278109123035,0.25151425579775855,0.47802104835707765,0.1009509875640088,0.9236180904522613,0.8761421319796954,0.16116567380454033,0.1847543877868938,0.19931698230363243,0.26283720202018573,3
"O Que É, O Que É                                                                                                                                                               ",0.700684780207643,0.3216534821620917,0.4176170011167135,0.05340160936356986,0.9829145728643215,0.8923857868020304,0.1011109322170343,0.6604008723647317,0.3909282831418814,0.5411486134223876,19
Maroca                                                                                                                                                                           ,0.6520874751491055,0.7254550282310386,0.6908395654969376,0.032918800292611586,0.033668341708542715,0.02883248730964467,0.26742875543390754,0.5804341053068854,0.6523377832971129,0.4432060844455707,2
Apelo                                                                                                                                                                            ,0.5184448862381268,0.15231734993963017,0.5477648810530946,0.04754937820043892,0.9276381909547738,0.00013299492385786802,0.18370632748349702,0.14736732786374496,0.24312325364793536,0.5310977213996677,7
Corcovado                                                                                                                                                                        ,0.517340402032251,0.08939244400134266,0.332949815573077,0.08888076079005122,0.9306532663316582,0.007939086294416245,0.44292384479149893,0.35507321632568284,0.5205277864017386,0.3644598392050966,7
Chega de Saudade                                                                                                                                                                 ,0.75480450629556,0.36774497377293924,0.5681702818855539,0.09948792977322604,0.8341708542713566,0.002964467005076142,0.22556754145870228,0.5814726347491952,0.3485625582117355,0.255347859000205,14
Coisa Feita                                                                                                                                                                      ,0.5714601281201679,0.3416932611233298,0.3664850597272512,0.07095830285296273,0.8834170854271356,0.8253807106598984,0.15794558042183224,0.7808702876726556,0.46076994722135983,0.37707066614800816,19
Felicia and Bianca                                                                                                                                                               ,0.5670421912966643,0.2735580126551204,0.3258772968765863,0.08997805413313828,0.6894472361809045,0.34822335025380713,0.1466752535823539,0.6292449890954409,0.3903197764669358,0.23759295097869898,14
Rosa Morena                                                                                                                                                                      ,0.5129224652087476,0.48898563648842946,0.5635680687624784,0.046817849305047565,0.20703517587939696,0.0,0.15150539365641602,0.7216741094610033,0.3301955914312326,0.17098460649474534,25
Insensatez                                                                                                                                                                       ,0.6719681908548707,0.18638497417373487,0.413251666610267,0.052670080468178504,0.9497487437185929,0.6274111675126903,0.149895346965062,0.29379997922941115,0.526910897236883,0.27568529909756645,19
Menina Moca                                                                                                                                                                      ,0.5869229070024298,0.4749577912155628,0.5903691922439174,0.040234089246525245,0.8010050251256281,0.00037868020304568525,0.1901465142489132,0.796448229307301,0.39542999068612245,0.4989242139821514,4
So Nice (Summer Samba)                                                                                                                                                           ,0.7857300640600839,0.4919916033326152,0.5663767723596496,0.06254572055596197,0.5517587939698493,0.0,0.14828530027370793,0.8307197009035207,0.49200248370071414,0.18738368517642728,4
Santa Maria de Feira                                                                                                                                                             ,0.5305942125027612,0.3767628743054964,0.5413691584041149,0.03803950256035116,0.9376884422110553,0.32385786802030453,0.22395749476734825,0.7341364627687196,0.39923005277864027,0.39179109898038406,14
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                           ,0.6719681908548707,0.8226479561930432,0.728300226726676,0.12582297000731532,0.6733668341708543,0.0011675126903553299,0.19497665432297537,0.8421435247689273,0.6379571561626824,0.2650759345134429,15
Blue Bossa                                                                                                                                                                       ,0.593549812237685,0.5180433159822248,0.49998308009881226,0.11960497439648868,0.8271356783919597,0.883248730964467,0.3044598293350507,0.9761138228268772,0.4216454517230674,0.6634315072141419,19
Aguas De Março                                                                                                                                                                   ,0.8122376850011046,0.4108304985396011,0.6138201752901764,0.24506217995610827,0.7939698492462312,0.0,0.14506520689099986,0.6063973413646278,0.5783172927662219,0.30777326014007006,4
Bossa Dorado                                                                                                                                                                     ,0.793461453501215,0.4459001117217677,0.5034347399411188,0.09985369422092175,0.7115577889447235,0.8558375634517765,0.17243600064401868,0.8400664658843079,0.5613474076373799,0.3554645571683827,19
Orange Afternoon                                                                                                                                                                 ,0.6112215595316988,0.6302660781651579,0.5888125613346419,0.08119970738844184,0.43216080402010043,0.24771573604060912,0.16438576718724843,0.555509398691453,0.2999379074821484,0.35032047608978817,25
Homens                                                                                                                                                                           ,0.7448641484426772,0.43888618908533433,0.5464112889580726,0.11009509875640089,0.7999999999999999,0.0004812182741116751,0.13395588472065692,0.9864991172499741,0.6654268860602299,0.26740021338171277,4
"Lisboa, Menina E Moça                                                                                                                                                          ",0.5107134967969957,0.5781626528659388,0.5943961287266083,0.10204828090709586,0.7195979899497487,0.7137055837563451,0.12349058122685558,0.5658946931145498,0.22245886370692336,0.39102279568781706,19
Lisboa menina e moça                                                                                                                                                             ,0.7139385906781532,0.3326753605907727,0.5944299685289838,0.02158010241404537,0.8663316582914572,0.0006030456852791877,0.12976976332313636,0.7632152871533908,0.36661285315119535,0.2484670251005977,4
Para Machuchar Meu Coracao                                                                                                                                                       ,0.6134305279434504,0.1302735930822683,0.3512233088558764,0.05888807607900512,0.9658291457286431,0.010253807106598983,0.14136209950088552,0.4433482189220065,0.5534678671220119,0.4380184231381961,14
Esperando Na Janela - Versão Acústica                                                                                                                                            ,0.6112215595316988,0.15632530573187778,0.4780887279618288,0.06583760058522312,0.9346733668341708,0.0019593908629441624,0.1659958138786025,0.5098141032298266,0.6592548897857808,0.2740712165501568,14
Água de beber                                                                                                                                                                    ,0.7835210956483323,0.5551169070605152,0.5361239890359041,0.09765910753474763,0.8753768844221105,0.42842639593908627,0.11592336177749155,0.5513552809222142,0.3432288109282831,0.4826316647485986,19
Guarda-me A Vida Na Mão                                                                                                                                                          ,0.4643251601502098,0.13528353782257782,0.4184291563737268,0.03365032918800294,0.950753768844221,0.0007736040609137055,0.149895346965062,0.24706615432547513,0.5759515678360758,0.3317698253724092,7
Berekerê - Voice                                                                                                                                                                 ,0.41130991826816876,0.5731527081256294,0.5754796791986736,0.160936356986101,0.8341708542713566,0.0,0.07647721783931735,0.7933326409803719,0.803303321949705,0.4581411902567521,15
Pagode da Saidera                                                                                                                                                                ,0.576982549149547,0.7925882877511862,0.5943961287266083,0.29407461594733,0.7266331658291456,1.3604060913705584e-06,0.3109000161004669,0.9511891162114446,0.3778578081341199,0.24024004635645074,4
Disfarça e Chora                                                                                                                                                                 ,0.7570134747073116,0.18438099627761106,0.5586951372203988,0.09948792977322604,0.9095477386934673,0.017461928934010152,0.14828530027370793,0.5877038114030533,0.6769077926109905,0.2476648260745351,14
Tudo isto é fado                                                                                                                                                                 ,0.37927987629776894,0.3166435374217822,0.5878988866705019,0.026700804681784943,0.9045226130653266,4.1421319796954314e-05,0.17565609402672677,0.3041852736525081,0.5991865880161442,0.34078609048223946,21
Quando Te Vi                                                                                                                                                                     ,0.531698696708637,0.1282696151861445,0.469188859937058,0.04242867593269936,0.9748743718592964,0.013502538071065988,0.2352278216068266,0.34364939246027626,0.5692952499223844,0.2073773256911905,14
Sr. Vinho                                                                                                                                                                        ,0.3163242765628451,0.3366833163830203,0.6037359141822612,0.04462326261887345,0.8201005025125627,0.0008233502538071066,0.14828530027370793,0.39038321736421233,0.9307295870847565,0.23955083310870684,21
Inês                                                                                                                                                                             ,0.4422354760326927,0.08187752689087839,0.5058035261074075,0.05303584491587418,0.9698492462311556,0.0004964467005076142,0.16116567380454033,0.20967909440232632,0.57358584290593,0.29600175612181157,7
Seja Agora                                                                                                                                                                       ,0.6664457698254915,0.783570387218629,0.7499915400494062,0.22092172640819316,0.836180904522613,0.0,0.12123651585895992,0.8400664658843079,0.3437565973300218,0.24432851744903938,4
Algo Novo                                                                                                                                                                        ,0.8486856637950078,0.4308702775008391,0.6343609353321378,0.05559619604974397,0.8673366834170854,2.2944162436548224e-05,0.17243600064401868,0.5025443971336588,0.5535051226327228,0.29079311174132066,14
Pois Foi                                                                                                                                                                         ,0.4389220234150652,0.2535182336938823,0.5691516361544449,0.01938551572787127,0.9517587939698491,0.006111675126903553,0.17887618740943487,0.49008204382594245,0.2299472213598261,0.24598618022522906,14
Há-De Passar                                                                                                                                                                     ,0.7890435166777114,0.3467032058636393,0.6242766742242226,0.12289685442574982,0.9658291457286431,0.0004101522842639594,0.13250684269843827,0.5066985149028975,0.49961502638932015,0.18363901366643692,14
Xico                                                                                                                                                                             ,0.4201457919151756,0.5601268518008247,0.6760515718588205,0.42574981711777626,0.47236180904522607,1.5532994923857865e-05,0.5411366929640959,0.6230138124415827,0.849587084756287,0.25827419065865864,15
O Engraxador                                                                                                                                                                     ,0.7327148221780428,0.29259580266829655,0.6055294237081656,0.07132406730065838,0.8301507537688441,0.0004862944162436548,0.37530188375462886,0.33326409803717943,0.38638932008692956,0.24480305771797783,14
Trem das Onze                                                                                                                                                                    ,0.5571018334437816,0.4238563548644058,0.6234983587695848,0.06839795171909294,0.5597989949748744,7.137055837563451e-06,0.21429721461922394,0.6822099906532352,0.30321018317292764,0.22007531309166212,4
Chove Chuva                                                                                                                                                                      ,0.7205654959134085,0.4509100564620772,0.6662718689722853,0.058156547183613766,0.5869346733668341,0.0,0.12429560457253261,0.5108526326721363,0.5721949705060541,0.24689006645177847,21
Menina Mulher Da Pele Preta                                                                                                                                                      ,0.5847139385906781,0.557120884956639,0.6129065006260364,0.13094367227505488,0.6512562814070352,0.049340101522842635,0.35437127676702623,0.993768823346142,0.576423470971748,0.23460205601834888,4
Agua De Beber                                                                                                                                                                    ,0.6443560857079744,0.3567230953442583,0.42573855368684654,0.04754937820043892,0.4281407035175879,0.0,0.09950088552568023,0.8701838197112889,0.6521515057435581,0.17188849272129475,12
Agua De Beber                                                                                                                                                                    ,0.6609233487961121,0.7595226524651434,0.6652566749010187,0.07717629846378934,0.24422110552763815,0.0023045685279187815,0.10417002093060698,0.7040191089417385,0.32076994722135993,0.32772332042605323,28
Lá Vem O Brasil Descendo A Ladeira                                                                                                                                               ,0.6796995802960017,0.9408826520643477,0.7310412507190959,0.196781272860278,0.3889447236180904,0.0,0.11866044115279342,0.83279675978814,0.7679850977957157,0.23229876022319534,15
Amiga Da Minha Mulher                                                                                                                                                            ,0.8022973271482219,0.9168349173108621,0.7802443233731515,0.3599122165325531,0.7175879396984923,0.0,0.12204153920463695,0.8379894069996885,0.3799937907482149,0.3475442541082436,8
O Leãozinho                                                                                                                                                                      ,0.5615197702672852,0.1593312725760635,0.37250854455009985,0.09948792977322604,0.900502512562814,1.4111675126903553e-05,0.23683786829818065,0.558624987018382,0.5200062092517852,0.24783753290710792,14
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                           ,0.6719681908548707,0.8226479561930432,0.728300226726676,0.12582297000731532,0.6733668341708543,0.0011675126903553299,0.19497665432297537,0.8421435247689273,0.6379571561626824,0.2650759345134429,15
Coração Vagabundo                                                                                                                                                                ,0.569251159708416,0.31163359268147267,0.49934012385367677,0.08119970738844184,0.7889447236180904,0.09908629441624366,0.20463693447109968,0.3633814518641604,0.23521266687364167,0.1786256732741826,14
Fotografia                                                                                                                                                                       ,0.7216699801192843,0.308627625837287,0.535142634767013,0.03255303584491588,0.7366834170854271,0.004619289340101523,0.2593785219771373,0.5617405753453111,0.34308599813722446,0.18338076045885138,14
Fotografia                                                                                                                                                                       ,0.4146233708857963,0.1964048636543539,0.34716253257080987,0.07571324067300658,0.9628140703517587,3.898477157360406e-05,0.2593785219771373,0.5399314570568077,0.564420987271034,0.17632560564412386,14
"Rosa, Menina Rosa                                                                                                                                                              ",0.576982549149547,0.6412879565938387,0.7036648505972726,0.24140453547915144,0.3778894472361809,0.0,0.17243600064401868,0.7372520510956486,0.33186588016144053,0.1662714854563092,25
Fado Toninho                                                                                                                                                                     ,0.6962668433841395,0.20943071997915863,0.6322628675848534,0.0735186539868325,0.8693467336683416,0.0,0.24005796168088878,0.7486758749610553,0.21770257683949085,0.1527567722868483,14
Mal Por Mal                                                                                                                                                                      ,0.6443560857079744,0.26654409001868706,0.5975093905451593,0.14813460131675205,0.6261306532663315,0.0007360406091370558,0.1595556271131863,0.3810364523834251,0.6427941633033221,0.22381998460165248,21
Violão Vadio                                                                                                                                                                     ,0.33399602385685884,0.08758886389483124,0.2334946363913234,0.06730065837600588,0.9316582914572864,0.6548223350253807,0.18692642086620512,0.13490497455602868,0.2882210493635517,0.48944309309866724,3
Chorinho Pra Voce                                                                                                                                                                ,0.6542964435608571,0.39980862011092017,0.5044499340123854,0.06547183613752744,0.7879396984924623,0.8111675126903554,0.14297214619223958,0.859798525288192,0.3951195280968643,0.6823485546697828,19
Samba da Bênção                                                                                                                                                                  ,0.5913408438259333,0.5491049733721438,0.5547020405400833,0.11594732991953186,0.3738693467336683,0.0009370558375634518,0.14216712284656255,0.876414996365147,0.7237752250853773,0.24114393258300015,15
Acabou Chorare                                                                                                                                                                   ,0.5836094543848023,0.14730740519932065,0.4821156644445197,0.11594732991953186,0.9788944723618089,0.013604060913705583,0.15794558042183224,0.28029909647938517,0.3591803787643589,0.2868111700968611,14
Ui! (Voce Inventa)                                                                                                                                                               ,0.7570134747073116,0.14931138309544445,0.3574836722953538,0.3269934162399415,0.5909547738693467,6.284263959390863e-05,0.17565609402672677,0.8255270536919722,0.2565352375038808,0.2404127531890236,14
"Augusta, Angélica e Consolação                                                                                                                                                 ",0.6565054119726088,0.3747588964093726,0.5982200263950459,0.14813460131675205,0.7025125628140703,3.6751269035532993e-06,0.2320077282241185,0.8390279364419981,0.5908972368829557,0.31007655593522365,4
Todos os olhos                                                                                                                                                                   ,0.8332228849127457,0.41584044327991054,0.6750702175899294,0.12655449890270667,0.6663316582914572,7.177664974619288e-05,0.13604894541941717,0.9459964689998963,0.5091959018938219,0.28700486000255027,4
Vai (Menina amanhã de manhã)                                                                                                                                                     ,0.6730726750607468,0.6302660781651579,0.6037697539846367,0.7841989758595466,0.8894472361809045,0.0,0.19497665432297537,0.8016408765188494,0.526718410431543,0.22980177452235262,8
Desde Que o Samba é Samba                                                                                                                                                        ,0.8034018113540977,0.267546078966749,0.4207302629352645,0.09290416971470375,0.8261306532663315,0.1796954314720812,0.16116567380454033,0.6863641084224739,0.5114436510400497,0.36153350754664293,14
Insensatez: A Mulher Que Fez                                                                                                                                                     ,0.8034018113540977,0.4859796696442438,0.5765625528746913,0.11411850768105342,0.32160804020100503,0.0,0.15633553373047818,0.9605358811922319,0.30898478733312634,0.1785611099722862,12
Ponto De Marinheiro / Marinheiro Só                                                                                                                                              ,0.7879390324718356,0.5090254154496676,0.5496599099861257,0.3745427944403804,0.5618090452261306,0.0,0.5169859925937852,0.8400664658843079,0.3367463520645762,0.22003173286288208,18
Tanto Mar                                                                                                                                                                        ,0.40357852882703776,0.5040154707093581,0.6804845859700179,0.13789319678127288,0.6482412060301507,2.7208121827411167e-05,0.2690388021252616,0.8961470557690311,0.8538404222291214,0.13259203902205968,15
Diz Que Eu Fui Por Aí                                                                                                                                                            ,0.692953390766512,0.44790408961789147,0.6219417278603093,0.1814191660570593,0.8703517587939698,0.0033502538071065987,0.1374979874416358,0.49423616159518124,0.2881589568457001,0.3212702184015095,14
Argumento                                                                                                                                                                        ,0.7393417274132978,0.762528619309329,0.7255592027342561,0.11814191660570594,0.8110552763819096,0.0,0.18692642086620512,0.9387267629037285,0.4416144054641416,0.25846788056434783,4
Brasil Pandeiro                                                                                                                                                                  ,0.5383256019438922,0.5551169070605152,0.7128354370410477,0.043160204828090715,0.7949748743718592,0.00031573604060913704,0.17082595395266464,0.886800290788244,0.34093138776777404,0.32660476122069837,4
Preta Pretinha                                                                                                                                                                   ,0.7095206538546499,0.5611288407488866,0.7117187235626545,0.03803950256035116,0.8492462311557788,7.766497461928933e-06,0.15633553373047818,0.7798317582303459,0.509431853461658,0.58870916976436,4
Swing de Campo Grande                                                                                                                                                            ,0.7757897062072012,0.6973993376853053,0.7059997969611858,0.10936356986100954,0.7849246231155779,0.0,0.2448881017549509,0.950150586769135,0.38000000000000006,0.25224882050917846,4
Máquina de Ritmo - Ao Vivo                                                                                                                                                       ,0.5802960017671748,0.29560176951248224,0.39599336739873436,0.7366495976591076,0.8834170854271356,0.6071065989847715,0.6119787473836741,0.5056599854605879,0.8063210183172929,0.5151505858312605,19
O Namorado Da Viúva                                                                                                                                                              ,0.7514910536779325,0.7454948071922767,0.511082535277994,0.08083394294074617,0.5567839195979899,0.00027918781725888326,0.07084205441957817,0.9854605878076644,0.2804781123874573,0.14593404535894772,4
Taj Mahal                                                                                                                                                                        ,0.5802960017671748,0.7034112713736768,0.7586883692599236,0.12070226773957571,0.5587939698492462,0.0,0.9420383191112541,0.7299823449994808,0.5829680223533065,0.24884794858178638,18
Manada                                                                                                                                                                           ,0.6509829909432294,0.48497768069618186,0.5657676559168895,0.06364301389904903,0.11658291457286432,0.7076142131979695,0.12300756721944936,0.7414061688648874,0.4100838248990997,0.6279652713999099,24
Dolcenera                                                                                                                                                                        ,0.6830130329136295,0.4919916033326152,0.6717200771547495,0.07681053401609364,0.1778894472361809,5.7157360406091366e-05,0.3060698760264048,0.5949735174992211,0.5154299906861224,0.42777545529233457,25
